metric,method,count,mean,variance,std,mean_pm_std
unsafe_ratio,eudm_ai,5,0.012050092800452123,3.305570794630066e-05,0.005749409356299189,0.012050 +- 0.005749
unsafe_ratio,eudm_base,5,0.028695335132845272,0.0001364133040054674,0.011679610610181633,0.028695 +- 0.011680
unsafe_ratio,mpdm,5,0.00599913053001677,3.903251467249322e-09,6.247600713273314e-05,0.005999 +- 0.000062
average_velocity_mps,eudm_ai,5,13.544664586876474,0.1492738571597752,0.38635975095728486,13.544665 +- 0.386360
average_velocity_mps,eudm_base,5,13.006559356531772,0.04151473426494855,0.20375164849627242,13.006559 +- 0.203752
average_velocity_mps,mpdm,5,16.623844129458433,0.021005870446655712,0.14493402101182357,16.623844 +- 0.144934
ud_per_km,eudm_ai,5,0.0,0.0,0.0,0.000000 +- 0.000000
ud_per_km,eudm_base,5,0.0,0.0,0.0,0.000000 +- 0.000000
ud_per_km,mpdm,5,0.201789665546749,0.16287627648587527,0.403579331093498,0.201790 +- 0.403579
lcc_per_km,eudm_ai,5,0.0,0.0,0.0,0.000000 +- 0.000000
lcc_per_km,eudm_base,5,1.4075473536419727,1.3760076727931405,1.1730335343855862,1.407547 +- 1.173034
lcc_per_km,mpdm,5,0.0,0.0,0.0,0.000000 +- 0.000000
distance_m,eudm_ai,5,1620.5700566499502,2132.711281165484,46.18128713197028,1620.570057 +- 46.181287
distance_m,eudm_base,5,1556.1805337247542,602.1114540805323,24.537959452255446,1556.180534 +- 24.537959
distance_m,mpdm,5,1989.6246768289936,302.5534334406766,17.39406316651393,1989.624677 +- 17.394063
frames,eudm_ai,5,11966.8,1.36,1.1661903789690602,11966.800000 +- 1.166190
frames,eudm_base,5,11967.2,0.15999999999999998,0.39999999999999997,11967.200000 +- 0.400000
frames,mpdm,5,11968.4,1.04,1.019803902718557,11968.400000 +- 1.019804
