metric,method,count,mean,variance,std,mean_pm_std
unsafe_ratio,eudm_ai,5,0.0,0.0,0.0,0.000000 +- 0.000000
unsafe_ratio,eudm_base,5,0.0,0.0,0.0,0.000000 +- 0.000000
unsafe_ratio,mpdm,5,0.0027740139075856838,7.090985347755786e-08,0.00026628904122693046,0.002774 +- 0.000266
average_velocity_mps,eudm_ai,5,14.217143598836813,0.20688676755581742,0.454848070849836,14.217144 +- 0.454848
average_velocity_mps,eudm_base,5,14.567035342261027,0.09881687975941883,0.31435152259758314,14.567035 +- 0.314352
average_velocity_mps,mpdm,5,16.396061072873938,0.01819981433133907,0.13490668749672519,16.396061 +- 0.134907
ud_per_km,eudm_ai,5,0.0,0.0,0.0,0.000000 +- 0.000000
ud_per_km,eudm_base,5,0.0,0.0,0.0,0.000000 +- 0.000000
ud_per_km,mpdm,5,0.8175207799613421,0.06523862561471272,0.2554185302884517,0.817521 +- 0.255419
lcc_per_km,eudm_ai,5,0.0,0.0,0.0,0.000000 +- 0.000000
lcc_per_km,eudm_base,5,0.0,0.0,0.0,0.000000 +- 0.000000
lcc_per_km,mpdm,5,0.0,0.0,0.0,0.000000 +- 0.000000
distance_m,eudm_ai,5,1700.668453148221,2921.438945248015,54.050337142778446,1700.668453 +- 54.050337
distance_m,eudm_base,5,1742.8984267253818,1383.1232307396117,37.190364756743264,1742.898427 +- 37.190365
distance_m,mpdm,5,1962.064856299738,251.72535971172525,15.865855152235737,1962.064856 +- 15.865855
frames,eudm_ai,5,11965.6,4.24,2.0591260281974,11965.600000 +- 2.059126
frames,eudm_base,5,11965.6,11.440000000000001,3.3823069050575527,11965.600000 +- 3.382307
frames,mpdm,5,11968.2,0.15999999999999998,0.39999999999999997,11968.200000 +- 0.400000
